aishe_code,name,state,type,nirf_2026,is_qhei,pmvl_category,total_course_fee,avg_placement_lpa,roi_index
U-1953,Ambedkar Management Institute 953,Maharashtra,Deemed,953,False,A,526969,5.38,5.1
U-1954,Ambedkar University 954,Tamil Nadu,Deemed,954,False,A,487134,6.62,6.8
U-1955,Savitribai College of Engineering 955,Maharashtra,Deemed,955,False,A,310066,9.93,9.9
U-1956,National Institute of Technology 956,Telangana,Central,956,True,A,233645,8.76,9.9
U-1957,Imperial Institute of Technology 957,Punjab,Deemed,957,False,A,213355,4.14,9.7
U-1958,Ambedkar Management Institute 958,Telangana,Deemed,958,False,A,422498,7.98,9.4
U-1959,Indian Institute of Technology 959,Delhi,Deemed,959,False,A,752527,6.34,4.2
U-1960,Ambedkar College of Engineering 960,Rajasthan,State,960,False,A,443528,4.93,5.6
U-1961,Ambedkar University 961,Rajasthan,Private,961,False,A,717927,6.66,4.6
U-1962,Savitribai Management Institute 962,Delhi,Central,962,True,A,379304,9.39,9.9
U-1963,National College of Engineering 963,Punjab,State,963,False,A,378293,7.31,9.7
U-1964,Jawaharlal Medical College 964,Gujarat,Deemed,964,False,A,634551,4.89,3.9
U-1965,Imperial Medical College 965,Punjab,Private,965,False,A,307863,7.65,9.9
U-1966,Jawaharlal University 966,Telangana,Central,966,True,A,285072,5.21,9.1
U-1967,National University 967,Uttar Pradesh,Deemed,967,False,A,758420,6.01,4.0
U-1968,Indian Management Institute 968,Uttar Pradesh,State,968,False,A,490640,6.55,6.7
U-1969,Savitribai College of Engineering 969,Punjab,Private,969,False,A,287336,5.3,9.2
U-1970,National Management Institute 970,Rajasthan,State,970,False,A,718008,7.26,5.1
U-1971,National University 971,Telangana,Deemed,971,False,A,700846,7.25,5.2
U-1972,Indian Medical College 972,Uttar Pradesh,Private,972,False,A,724622,9.86,6.8
U-1973,Jawaharlal University 973,Rajasthan,State,973,False,A,781228,8.52,5.5
U-1974,National College of Engineering 974,Punjab,State,974,False,A,557272,6.82,6.1
U-1975,Indian University 975,Punjab,Private,975,False,A,156013,9.44,9.9
U-1976,Global Medical College 976,West Bengal,Central,976,True,A,244108,7.32,9.9
U-1977,Global Medical College 977,West Bengal,State,977,False,A,533749,9.0,8.4
U-1978,National Management Institute 978,Karnataka,Central,978,True,A,722409,4.96,3.4
U-1979,Jawaharlal Medical College 979,Telangana,State,979,False,A,378992,6.36,8.4
U-1980,Savitribai University 980,Uttar Pradesh,Deemed,980,False,A,576935,7.88,6.8
U-1981,Indian Management Institute 981,Gujarat,Deemed,981,False,A,549054,6.58,6.0
U-1982,National College of Engineering 982,Karnataka,Private,982,False,A,314803,6.06,9.6
U-1983,Imperial Institute of Technology 983,Karnataka,Central,983,True,A,321597,4.11,6.4
U-1984,Indian University 984,Uttar Pradesh,Central,984,True,A,563092,6.93,6.1
U-1985,Indian Medical College 985,Uttar Pradesh,Private,985,False,A,555926,8.94,8.0
U-1986,Savitribai Management Institute 986,Rajasthan,Private,986,False,A,662558,6.86,5.2
U-1987,Global Medical College 987,Telangana,Deemed,987,False,A,390101,6.01,7.7
U-1988,Global Institute of Technology 988,West Bengal,Private,988,False,A,687819,6.4,4.7
U-1989,Ambedkar University 989,Punjab,State,989,False,A,258531,7.45,9.9
U-1990,Ambedkar Medical College 990,Karnataka,Private,990,False,A,229863,9.28,9.9
U-1991,Ambedkar Management Institute 991,Delhi,Private,991,False,A,516707,5.04,4.9
U-1992,Jawaharlal College of Engineering 992,Maharashtra,Deemed,992,False,A,289225,7.87,9.9
U-1993,Ambedkar Medical College 993,Gujarat,Private,993,False,A,687340,9.6,7.0
U-1994,Imperial Management Institute 994,Tamil Nadu,Deemed,994,False,A,335486,8.12,9.9
U-1995,Savitribai Medical College 995,Uttar Pradesh,Private,995,False,A,390652,7.93,9.9
U-1996,Ambedkar Management Institute 996,Maharashtra,Private,996,False,A,239016,4.33,9.0
U-1997,Savitribai College of Engineering 997,West Bengal,Deemed,997,False,A,226159,9.92,9.9
U-1998,Jawaharlal Management Institute 998,Delhi,Deemed,998,False,A,270558,5.83,9.9
U-1999,Ambedkar College of Engineering 999,Rajasthan,Private,999,False,A,283719,8.6,9.9
U-2000,Imperial Medical College 1000,Tamil Nadu,State,1000,False,A,783474,8.06,5.1
